,name,start_x,start_y,end_x,end_y
367,Jalan Manding-Jetis,110.3646681,-7.8968596,110.3658894,-7.8965446
368,Jalan Imogiri Siluk Panggang,110.417195,-7.9961514,110.4174605,-7.9947144
369,Jalan Imogiri Siluk Panggang,110.417195,-7.9961514,110.4177448,-7.9969934
370,Jalan KH. Agus Salim,110.5928246,-7.9576327,110.5927801,-7.9575865
371,,110.5928246,-7.9576327,110.5928796,-7.9576927
372,Jalan Sampaan - Pleret,110.4403819,-7.8449874,110.4401671,-7.8451307
373,Jalan Yos Sudarso,110.3733726,-7.7883094,110.3740053,-7.7885386
374,Jalan Yos Sudarso,110.3733726,-7.7883094,110.373216,-7.7879778
375,Jalan Affandi,110.3938521,-7.7625726,110.3936341,-7.7633654
376,Jalan Affandi,110.3938521,-7.7625726,110.3939225,-7.7623139
377,,110.7446246,-7.9419448,110.7443514,-7.9441643
378,,110.7446246,-7.9419448,110.7441381,-7.9417907
379,Jalan Ngangkruksari - Samas,110.2970206,-7.9921141,110.2929289,-7.9917555
380,Jalan Ngangkruksari - Samas,110.2970206,-7.9921141,110.2989352,-7.9918734
381,Jalan Godean,110.2956979,-7.7681885,110.289959,-7.7663386
382,Jalan Godean,110.2956979,-7.7681885,110.3139072,-7.7728909
383,,110.256068,-7.6909449,110.2573757,-7.687536
384,,110.256068,-7.6909449,110.2552418,-7.694613
385,Jalan Laksda Adisucipto,110.3962869,-7.7831431,110.3969178,-7.7831444
386,Jalan Laksda Adisucipto,110.3962869,-7.7831431,110.3951126,-7.783121
387,,110.2081356,-7.8328665,110.1996933,-7.8284808
388,,110.2081356,-7.8328665,110.2093573,-7.8331203
389,,110.5217447,-7.8074139,110.5217233,-7.8066512
390,,110.5217447,-7.8074139,110.521372,-7.8081978
391,,110.1498163,-7.7420182,110.1500711,-7.7415743
392,,110.1498163,-7.7420182,110.1497251,-7.7438839
393,Jalan Tepus,110.6297949,-8.0950072,110.6287857,-8.0946162
394,Jalan Tepus,110.6297949,-8.0950072,110.6295562,-8.0956883
395,Jalan Siliwangi,110.3532112,-7.7460933,110.353758,-7.7462739
396,Jalan Siliwangi,110.3532112,-7.7460933,110.3477034,-7.7443717
397,,110.7048907,-7.8496662,110.7065208,-7.8454414
398,,110.7048907,-7.8496662,110.7052729,-7.8506553
399,Jalan Sedayu - Pajangan,110.2905918,-7.8948922,110.2906913,-7.8939161
400,Jalan Sedayu - Pajangan,110.2905918,-7.8948922,110.2906923,-7.8951298
401,Jalan Imogiri - Dlingo,110.454118,-7.939093,110.453778,-7.939447
402,Jalan Imogiri - Dlingo,110.454118,-7.939093,110.454011,-7.937705
403,Jalan Panembaham Senopati,110.3031005,-7.9076628,110.3110957,-7.9063657
404,Jalan Panembaham Senopati,110.3031005,-7.9076628,110.2897739,-7.9120629
405,Jalan Samas,110.320679,-7.9052485,110.3207565,-7.9053266
406,,110.1204655,-7.7619593,110.1200666,-7.7620492
407,,110.1204655,-7.7619593,110.1205976,-7.7616166
408,Jalan Kebon Agung,110.3557488,-7.7393275,110.3558782,-7.7394098
409,Jalan Kebon Agung,110.3557488,-7.7393275,110.3560822,-7.7400195
410,Jalan Kebon Agung,110.3557488,-7.7393275,110.3544633,-7.7386299
411,Jalan Wonosari - Baron,110.5824646,-8.0622279,110.5830494,-8.0620819
412,Jalan Wonosari - Baron,110.5824646,-8.0622279,110.5815889,-8.0621695
413,,110.7997692,-7.9397446,110.7986292,-7.94007
414,,110.7997692,-7.9397446,110.8004048,-7.9393939
415,Jalan Raya Wates,110.2347256,-7.822421,110.2325778,-7.8227465
416,Jalan Raya Wates,110.2347256,-7.822421,110.2354015,-7.8223678
417,Jalan Piyungan - Prambanan,110.4825336,-7.7761783,110.4829681,-7.8099038
418,Jalan Piyungan - Prambanan,110.4825336,-7.7761783,110.4811343,-7.7733988
419,Jalan Panembahan Senopati,110.3677541,-7.8014773,110.3647927,-7.8013753
420,Jalan Panembahan Senopati,110.3677541,-7.8014773,110.3692283,-7.801492
421,Jalan Kukup - Drini - Indrayanti,110.5657116,-8.1297036,110.5636422,-8.1281781
422,Jalan Kukup - Drini - Indrayanti,110.5657116,-8.1297036,110.5668877,-8.1300674
423,Jalan Gedangsari - Wonosari/Sambipitu,110.5716835,-7.8817598,110.571541,-7.8820179
424,Jalan Gedangsari - Wonosari/Sambipitu,110.5716835,-7.8817598,110.5714542,-7.8811328
425,Jalan Raya Tajem,110.4331166,-7.7599386,110.4344113,-7.751197
426,Jalan Raya Tajem,110.4331166,-7.7599386,110.4327605,-7.7614738
427,Jalan Semin-Cawas,110.7194692,-7.8039673,110.7193619,-7.8054102
428,Jalan Semin - Cawas,110.7194692,-7.8039673,110.7194608,-7.8039294
429,Jalan Sedayu - Pajangan,110.2498062,-7.8426486,110.2520951,-7.8382184
430,Jalan Sedayu - Pajangan,110.2498062,-7.8426486,110.2498878,-7.847568
431,Jalan Kapten Hariyadi,110.3965113,-7.7257567,110.3944071,-7.7252889
432,Jalan Kapten Hariyadi,110.3965113,-7.7257567,110.3966913,-7.7257983
433,Jalan Brosot Wates,110.2123506,-7.9318042,110.2179712,-7.9342243
434,Jalan Brosot Wates,110.2123506,-7.9318042,110.2075173,-7.9300861
435,Jalan Ahmad Yani,110.3954591,-7.836911,110.3972775,-7.8370671
436,Jalan Ahmad Yani,110.3954591,-7.836911,110.3949638,-7.8368533
437,Jalan Sempu,110.3298365,-7.8273399,110.3306159,-7.828072
438,Jalan Sempu,110.3298365,-7.8273399,110.3291742,-7.8268513
439,,110.5533754,-8.0910993,110.5536336,-8.0905775
440,,110.5533754,-8.0910993,110.5536772,-8.0918737
441,Jalan Jenderal Sudirman,110.3723257,-7.7830123,110.3726432,-7.7829721
442,Jalan Cornelis Simanjuntak,110.3723257,-7.7830123,110.3723294,-7.7829211
443,Jalan Jenderal Sudirman,110.3723257,-7.7830123,110.3714422,-7.7829996
444,Jalan Lintas Selatan,110.7707883,-8.1497994,110.7700046,-8.1521001
445,Jalan Lintas Selatan,110.7707883,-8.1497994,110.7709449,-8.1485686
446,,110.1007714,-7.8424324,110.1011449,-7.8428454
447,,110.1007714,-7.8424324,110.1006903,-7.841594
448,Jalan Imogiri - Dlingo,110.455015,-7.93568,110.4552978,-7.9356615
449,Jalan Imogiri - Dlingo,110.455015,-7.93568,110.4548898,-7.9358133
450,,110.1108666,-7.8667469,110.1110584,-7.8678774
451,,110.1108666,-7.8667469,110.1102329,-7.8666512
452,Jalan KH. Ahmad Dahlan,110.1285174,-7.8920154,110.1290319,-7.8917783
453,Jalan KH. Wahid Hasyim,110.1285174,-7.8920154,110.138258,-7.8931725
454,,110.1285174,-7.8920154,110.118829,-7.8908499
455,,110.7118517,-8.187872,110.7118544,-8.1873755
456,,110.7118517,-8.187872,110.7114145,-8.1881335
457,Jalan Pramuka,110.6184015,-7.9630842,110.6121602,-7.964128
458,Jalan Lingkar Utara Wonosari,110.6184015,-7.9630842,110.6173146,-7.9657641
459,Jalan Lingkar Utara Wonosari,110.6184015,-7.9630842,110.619303,-7.9605037
460,Jalan Semin-Cawas,110.7209095,-7.8166511,110.7222862,-7.8172192
461,Jalan Semin-Cawas,110.7209095,-7.8166511,110.7216056,-7.8141648
462,Jalan Manding-Jetis,110.3677978,-7.8966958,110.369456,-7.8969045
463,Jalan Manding-Jetis,110.3677978,-7.8966958,110.3676278,-7.8966732
464,Jalan Karangmojo-Semanu,110.666804,-7.9759603,110.6668523,-7.9758501
465,Jalan Karangmojo-Semanu,110.666804,-7.9759603,110.6644992,-7.9809314
466,,110.6820685,-8.1797688,110.6823728,-8.1810509
467,,110.6820685,-8.1797688,110.6823488,-8.1781936
468,Jalan Menteri Supeno,110.3803401,-7.8163538,110.3838271,-7.8168662
469,Jalan Nglipar - Wonosari,110.5681939,-7.8837398,110.5673893,-7.8812948
470,Jalan Nglipar - Wonosari,110.5681939,-7.8837398,110.5688296,-7.884239
471,Jalan Parangtritis - Panggang,110.3640644,-7.9936686,110.3634636,-7.9936161
472,Jalan Parangtritis - Panggang,110.3640644,-7.9936686,110.3645895,-7.9942875
473,Jalan Gedangsari - Wonosari/Sambipitu,110.5797779,-7.8712134,110.5790958,-7.8722029
474,Jalan Gedangsari - Wonosari/Sambipitu,110.5797779,-7.8712134,110.5802382,-7.8702087
475,,110.1320254,-7.7448124,110.1329854,-7.7441862
476,,110.1320254,-7.7448124,110.1313825,-7.746138
477,,110.7617717,-7.8110624,110.7567141,-7.8138882
478,,110.7617717,-7.8110624,110.7644625,-7.8098344
479,Jalan Raya Wonosari - Yogyakarta,110.4852521,-7.8391759,110.4855833,-7.8387786
480,Jalan Raya Wonosari - Yogyakarta,110.4852521,-7.8391759,110.4831237,-7.8398522
481,,110.4970985,-7.9245419,110.4983425,-7.924751
482,,110.4970985,-7.9245419,110.496638,-7.9245637
483,Jalan Prof. Dr. Wirjono Prodjodikoro,110.3579436,-7.8289498,110.3580201,-7.8301083
484,Jalan Prof. Dr. Wirjono Prodjodikoro,110.3579436,-7.8289498,110.3573817,-7.8282775
485,Sermo-Pengasih,110.1455703,-7.8393845,110.1461577,-7.8394842
486,Sermo-Pengasih,110.1455703,-7.8393845,110.1444787,-7.83878
487,Jalan Kusumanegara,110.3978743,-7.8021464,110.3972858,-7.8021441
488,Jalan Kusumanegara,110.3978743,-7.8021464,110.4000589,-7.8022411
489,,110.5203258,-7.7957054,110.5203071,-7.7951687
490,,110.5203258,-7.7957054,110.5209582,-7.7955179
491,Jalan Turi,110.3686665,-7.6504948,110.3670833,-7.6493213
492,Jalan Turi,110.3686665,-7.6504948,110.3692592,-7.651418
493,Jalan Jogja - Solo,110.4468454,-7.7835981,110.4475991,-7.783327
494,Jalan Jogja - Solo,110.4468454,-7.7835981,110.4395378,-7.7835381
495,Jalan Gading - Ngalang,110.571361,-7.8960675,110.5712646,-7.8964422
496,Jalan Gading - Ngalang,110.571361,-7.8960675,110.5721315,-7.8950147
497,Jalan Sambipitu - Nglipar - Wonosari,110.559278,-7.876534,110.5570815,-7.8759877
498,Jalan Sambipitu - Nglipar - Wonosari,110.559278,-7.876534,110.5673893,-7.8812948
499,Jalan Berbah - Gedongkuning,110.4380305,-7.8041382,110.4378727,-7.804129
500,Jalan Berbah Prambanan,110.4380305,-7.8041382,110.4438038,-7.8045689
501,,110.521148,-7.8006177,110.5209991,-7.8003041
502,,110.521148,-7.8006177,110.5208597,-7.8010654
503,Jalan Kaliurang,110.3862029,-7.7499733,110.3935722,-7.7374394
504,Jalan Kaliurang,110.3862029,-7.7499733,110.3840245,-7.753705
505,Jalan Parangtritis - Panggang,110.3680737,-7.9942476,110.3673139,-7.9941062
506,Jalan Parangtritis - Panggang,110.3680737,-7.9942476,110.3688857,-7.9938113
507,Jalan Tempel-Sayegan,110.3067034,-7.7112043,110.3053744,-7.7080972
508,Jalan Tempel-Sayegan,110.3067034,-7.7112043,110.3060248,-7.7136444
509,,110.17265,-7.8403637,110.1735941,-7.8388251
510,,110.17265,-7.8403637,110.1721632,-7.8419317
511,,110.6814355,-8.1595502,110.6815039,-8.1602502
512,,110.6814355,-8.1595502,110.6810309,-8.1588718
513,Jalan Imogiri - Dlingo,110.4234968,-7.9314695,110.4215898,-7.9317325
514,Jalan Imogiri - Dlingo,110.4234968,-7.9314695,110.4246703,-7.931085
515,Jalan Kebon Agung,110.3133372,-7.7250693,110.3108159,-7.7239503
516,Jalan Kebon Agung,110.3133372,-7.7250693,110.3141955,-7.7257697
517,,110.2522646,-7.7016581,110.2531096,-7.6995835
518,,110.2522646,-7.7016581,110.2497232,-7.7024352
519,,110.327978,-7.7328794,110.3272511,-7.7325684
520,,110.327978,-7.7328794,110.3285299,-7.7334475
521,Jalan Parangtritis,110.3518739,-7.912368,110.3520996,-7.909787
522,Jalan Parangtritis,110.3518739,-7.912368,110.351855,-7.9125593
523,Jalan Palagan Tentara Pelajar,110.3888192,-7.6914936,110.3889815,-7.6897089
524,Jalan Palagan Tentara Pelajar,110.3888192,-7.6914936,110.3859546,-7.7066021
525,Jalan Karangmojo-Semin,110.7369558,-7.8594999,110.7369357,-7.8611194
526,,110.7369558,-7.8594999,110.7388146,-7.8594136
527,,110.7369558,-7.8594999,110.7369593,-7.8574653
528,Jalan Patangpuluhan,110.3412844,-7.8065117,110.3404932,-7.8064081
529,Jalan Patangpuluhan,110.3412844,-7.8065117,110.3413682,-7.8065225
530,,110.6439596,-8.1171918,110.6428157,-8.1170232
531,,110.6439596,-8.1171918,110.6453544,-8.1171732
532,Jalan Inspeksi Selokan Mataram,110.4092944,-7.77236,110.409265,-7.7724039
533,Jalan Seturan Raya,110.4092944,-7.77236,110.4093116,-7.7723044
534,Jalan Raya Wonosari - Yogyakarta,110.4827173,-7.842504,110.4822586,-7.8428381
535,Jalan Lingkar Parangtritis - Panggang,110.3625027,-8.0216906,110.3617671,-8.0220226
536,Jalan Lingkar Parangtritis - Panggang,110.3625027,-8.0216906,110.3632618,-8.0219151
537,Jalan Magelang,110.3621854,-7.7245562,110.3622483,-7.7248213
538,Jalan Magelang,110.3621854,-7.7245562,110.3615369,-7.7220647
539,Jalan Siliwangi,110.3408989,-7.7494252,110.3402365,-7.7512434
540,Jalan Siliwangi,110.3408989,-7.7494252,110.3411464,-7.7489327
541,,110.1027113,-7.8396967,110.1021132,-7.8404859
542,,110.1027113,-7.8396967,110.1028659,-7.8390036
543,Jalan Samas,110.2710794,-7.9965247,110.2710576,-7.9965721
544,Jalan Samas,110.2710794,-7.9965247,110.2730506,-7.9924987
545,Jalan Kolonel Sugiyono,110.1627687,-7.8667588,110.1610051,-7.866424
546,Jalan Raya Wates,110.1627687,-7.8667588,110.1632568,-7.8668452
547,Jalan Siliwangi,110.3597809,-7.7481186,110.3591743,-7.7479125
548,Jalan Siliwangi,110.3597809,-7.7481186,110.3605407,-7.7484303
549,Jalan Sidomoyo,110.3210886,-7.7483135,110.3211415,-7.7480968
550,Jalan Sidomoyo,110.3210886,-7.7483135,110.3202519,-7.7512192
551,Jalan Kukup - Drini - Indrayanti,110.5819014,-8.1317986,110.5787136,-8.1331687
552,Jalan Kukup - Drini - Indrayanti,110.5819014,-8.1317986,110.5840498,-8.132712
553,Jalan Sultan Agung,110.3727185,-7.8015822,110.3730942,-7.8015868
554,Jalan Sultan Agung,110.3727185,-7.8015822,110.3726248,-7.8015801
555,,110.3614749,-7.7217695,110.3613876,-7.721828
556,Jalan Magelang,110.3614749,-7.7217695,110.3615369,-7.7220647
557,Jalan Magelang,110.3614749,-7.7217695,110.3590983,-7.7131167
558,Jalan Gito Gati,110.3614749,-7.7217695,110.3631672,-7.7206452
559,Jalan Kebon Agung,110.2668652,-7.7168046,110.2676216,-7.716576
560,Jalan Kebon Agung,110.2668652,-7.7168046,110.26609,-7.7168205
561,,110.0921991,-7.7867572,110.0922628,-7.7872129
562,,110.5392677,-7.8202649,110.5383651,-7.822331
563,,110.5392677,-7.8202649,110.5389451,-7.8190582
564,Jalan Dokter Wahidin Sudiro Husodo,110.3782981,-7.789691,110.3783295,-7.7884718
565,Jalan Dokter Wahidin Sudiro Husodo,110.3782981,-7.789691,110.3782393,-7.7899931
566,Jalan Dokter Wahidin Sudiro Husodo,110.3782981,-7.789691,110.3784467,-7.788104
567,Jalan Palagan Tentara Pelajar,110.3897194,-7.6806251,110.3907292,-7.6769558
568,Jalan Palagan Tentara Pelajar,110.3897194,-7.6806251,110.3886985,-7.6892384
569,Jalan Raya Wates,110.2113604,-7.8630085,110.212067,-7.8593325
570,Jalan Raya Wates,110.2113604,-7.8630085,110.2092196,-7.8694405
571,Jalan Manding-Jetis,110.3708211,-7.8970604,110.3729672,-7.8973033
572,Jalan Manding-Jetis,110.3708211,-7.8970604,110.3707949,-7.8970565
573,Jalan Srandakan,110.2795252,-7.9243579,110.2874279,-7.913048
574,Jalan Srandakan,110.2795252,-7.9243579,110.276758,-7.9272939
575,,110.6469597,-8.0335586,110.6467599,-8.0329159
576,,110.6469597,-8.0335586,110.6467988,-8.0369104
577,Jalan Tritunggal,110.3750483,-7.8254573,110.3752318,-7.8254639
578,Jalan Tritunggal,110.3750483,-7.8254573,110.3734354,-7.8254283
579,Jalan Tulung - Tamanmartani,110.4802897,-7.7363524,110.482253,-7.7363393
580,Jalan Tulung - Tamanmartani,110.4802897,-7.7363524,110.4801453,-7.7363666
581,Jalan Karangmojo-Semin,110.7328946,-7.86838,110.7288517,-7.8721444
582,Jalan Karangmojo-Semin,110.7328946,-7.86838,110.7342003,-7.8656499
583,,110.1839246,-7.6879193,110.1853757,-7.687185
584,,110.1839246,-7.6879193,110.183824,-7.6881167
585,,110.1891562,-7.6904478,110.1884653,-7.6901415
586,,110.1891562,-7.6904478,110.1898845,-7.6905176
587,Jalan Karangmojo-Semin,110.6840266,-7.9371704,110.6814034,-7.9464893
588,Jalan Karangmojo-Semin,110.6840266,-7.9371704,110.6847508,-7.9341047
589,,110.1071222,-7.8598759,110.1073313,-7.8605745
590,,110.1071222,-7.8598759,110.1072604,-7.8585793
591,Jalan Nogosari,110.4042671,-7.9081566,110.4048273,-7.908062
592,Jalan Nogosari,110.4042671,-7.9081566,110.4040676,-7.9086617
593,Jalan Padjajaran,110.394612,-7.7586188,110.394478,-7.75867
594,Jalan Padjajaran,110.394612,-7.7586188,110.3953157,-7.7584415
595,Jalan Imogiri - Dlingo,110.3922209,-7.9245578,110.3916362,-7.9250472
596,Jalan Imogiri - Dlingo,110.3922209,-7.9245578,110.3926943,-7.9244269
597,Jalan Imogiri Siluk Panggang,110.4091443,-7.9707779,110.4089914,-7.9692559
598,Jalan Imogiri Siluk Panggang,110.4091443,-7.9707779,110.4093589,-7.9709187
599,Jalan Karangmojo-Semin,110.6905141,-7.8928521,110.6891508,-7.8971202
600,Jalan Karangmojo-Semin,110.6905141,-7.8928521,110.6925505,-7.8917535
601,Jalan Suryopranoto,110.3779598,-7.7982387,110.3778597,-7.7993249
602,Jalan Suryopranoto,110.3779598,-7.7982387,110.3779837,-7.7980245
603,Jalan Kaliurang,110.420778,-7.661427,110.4198711,-7.6645134
604,Jalan Kaliurang,110.420778,-7.661427,110.4221034,-7.6581482
605,Jalan Segoroyoso-Sitimulyo,110.4416482,-7.8433331,110.4424729,-7.8278727
606,Jalan Lintas Selatan,110.2319341,-7.9891366,110.2313152,-7.9892069
607,Jalan Lintas Selatan,110.2319341,-7.9891366,110.2338062,-7.9900818
608,,110.0927858,-7.7929284,110.0935918,-7.7940652
609,,110.0927858,-7.7929284,110.0916204,-7.7935184
610,Jalan Ahmad Yani,110.3910636,-7.836413,110.390389,-7.8363434
611,Jalan Ahmad Yani,110.3910636,-7.836413,110.3913004,-7.8364215
612,Jalan KRT Kertodiniingrat,110.1741385,-7.8536173,110.1742684,-7.8586125
613,Jalan KRT Kertodiniingrat,110.1741385,-7.8536173,110.1706625,-7.851697
614,,110.5225682,-7.8104911,110.5224797,-7.8099675
615,,110.5225682,-7.8104911,110.5235687,-7.8113095
616,Jalan Magelang,110.361073,-7.7772457,110.3610983,-7.7767664
617,Jalan Magelang,110.361073,-7.7772457,110.3610687,-7.7774402
618,Jalan Imogiri - Dlingo,110.3855684,-7.9234048,110.3822868,-7.9224493
619,Jalan Imogiri - Dlingo,110.3855684,-7.9234048,110.386556,-7.9234107
620,Jalan Tentara Pelajar,110.3371846,-7.8799983,110.3391411,-7.8808866
621,Jalan Tentara Pelajar,110.3371846,-7.8799983,110.3350091,-7.8799611
622,Jalan Siliwangi,110.3594373,-7.7480745,110.3606109,-7.748585
623,Jalan Siliwangi,110.3594373,-7.7480745,110.358384,-7.7477528
624,,110.1272576,-7.7606991,110.1266071,-7.7606872
625,,110.1272576,-7.7606991,110.1278289,-7.7609735
626,Jalan Taman Bhakti,110.6057193,-7.9458212,110.6046785,-7.943348
627,Jalan Taman Bhakti,110.6057193,-7.9458212,110.6057184,-7.9480212
628,,110.1355509,-7.7323478,110.1365058,-7.733185
629,,110.1355509,-7.7323478,110.1348911,-7.7321312
630,Jalan Pajangan,110.2994607,-7.8932386,110.2997799,-7.8929849
631,Jalan Pajangan,110.2994607,-7.8932386,110.299377,-7.8935469
632,,110.0980993,-7.8114212,110.0993156,-7.8114743
633,,110.0980993,-7.8114212,110.0979075,-7.8112245
634,,110.6757114,-8.1384301,110.675209,-8.1384466
635,,110.6757114,-8.1384301,110.6762266,-8.1393673
636,Jalan Dokter Radjimin,110.3477168,-7.7068087,110.3480826,-7.7044485
637,,110.1850699,-7.6899175,110.184622,-7.6893839
638,,110.1850699,-7.6899175,110.1855098,-7.6901784
639,Jalan Segoroyoso-Sitimulyo,110.4186568,-7.8694423,110.4183513,-7.8701579
640,Jalan Segoroyoso-Sitimulyo,110.4186568,-7.8694423,110.4192602,-7.8689906
641,Jalan Raya Wates,110.2320702,-7.8229378,110.2311891,-7.8239901
642,Jalan Raya Wates,110.2320702,-7.8229378,110.2325778,-7.8227465
643,Jalan Kaliurang,110.4262675,-7.6099858,110.4266346,-7.6103834
644,Jalan Lingkar Wonosari,110.6021346,-7.9770095,110.5999491,-7.9760246
645,Jalan Lingkar Wonosari,110.6021346,-7.9770095,110.6042923,-7.9787705
646,Jalan Karangmojo-Semin,110.7038333,-7.8885281,110.7012771,-7.889452
647,Jalan Karangmojo-Semin,110.7038333,-7.8885281,110.7043393,-7.8883919
648,Jalan Pakem-Turi,110.4191925,-7.6654579,110.418461,-7.6651201
649,Jalan Kaliurang,110.4191925,-7.6654579,110.4190668,-7.6662752
650,Jalan Kaliurang,110.4191925,-7.6654579,110.4198711,-7.6645134
651,Jalan Imogiri - Dlingo,110.4026889,-7.9257506,110.4016958,-7.9258552
652,Jalan Imogiri - Dlingo,110.4026889,-7.9257506,110.4030906,-7.9259246
653,Jalan Gading - Ngalang,110.5821884,-7.8760395,110.5819792,-7.8766772
654,Jalan Gading - Ngalang,110.5821884,-7.8760395,110.5817646,-7.8751521
655,Jalan Daendels,110.0960326,-7.9142892,110.098975,-7.9149322
656,Jalan Daendels,110.0960326,-7.9142892,110.0910558,-7.9118371
657,,110.6628329,-8.0645506,110.6614861,-8.0647034
658,,110.6628329,-8.0645506,110.6640755,-8.0647913
659,Bunderan Jombor,110.362443,-7.7494267,110.3624084,-7.7494475
660,Bunderan Jombor,110.362443,-7.7494267,110.3624802,-7.7493921
661,Jalan Pucung,110.4158128,-7.9020623,110.416355,-7.9015404
662,Jalan Pucung,110.4158128,-7.9020623,110.4147526,-7.9025464
663,Jalan Sindangsari,110.4560602,-7.8766386,110.4562318,-7.8754151
664,Jalan Sindangsari,110.4560602,-7.8766386,110.4558536,-7.8770013
665,Jalan Padjajaran,110.4162954,-7.7627257,110.4170119,-7.7628896
666,Jalan Padjajaran,110.4162954,-7.7627257,110.4134743,-7.7621269
667,Jalan Profesor Dokter Sardjito,110.370122,-7.778334,110.3702857,-7.7783606
668,Jalan Profesor Dokter Sardjito,110.370122,-7.778334,110.3678028,-7.7780884
669,Jalan KRT Yudodiningrat,110.5900333,-7.9711276,110.5900821,-7.9708244
670,Jalan KRT Yudodiningrat,110.5900333,-7.9711276,110.589926,-7.9725664
671,Jalan Parangtritis - Panggang,110.3364534,-8.0229654,110.336419,-8.0229618
672,Jalan Parangtritis - Panggang,110.3364534,-8.0229654,110.3371029,-8.0228779
673,Jalan Lingkar Sermo,110.1170132,-7.8340385,110.1165555,-7.8344422
674,Jalan Lingkar Sermo,110.1170132,-7.8340385,110.11802,-7.833932
675,Jalan Birit - Watugajah,110.5905676,-7.8053903,110.5900869,-7.8071929
676,Jalan Birit - Watugajah,110.5905676,-7.8053903,110.5906467,-7.805195
677,Jalan Srandakan,110.2470363,-7.9386357,110.2475357,-7.9386169
678,Jalan Dlingo,110.4648445,-7.935295,110.4635006,-7.9375011
679,Jalan Dlingo,110.4648445,-7.935295,110.4658096,-7.9327743
680,,110.6868602,-8.1517389,110.6860958,-8.1521319
681,,110.6868602,-8.1517389,110.6877065,-8.1518437
682,*,110.590566,-7.8072576,110.5900869,-7.8071929
683,Jalan Gedangsari - Wedi,110.590566,-7.8072576,110.5906239,-7.8083851
684,Jalan Lingkar Parangtritis - Panggang,110.4019673,-8.0323983,110.4010122,-8.0318045
